Îº,de_1,de_2,de_3,de_4,de_5,de_6,de_7,de_8,de_9,gj1_1,gj1_2,gj1_5,gj2_1,gj2_2,gj2_3,gj2_4,gj2_5,gj2_6,gj2_7,gj2_8,gj2_9,,
1.4454397707459274,0.932401412910665,0.9865360790611518,1.0143264472647202,1.0285779848765662,1.0330879287139916,1.0288003602304274,1.0147607455124716,0.9871572759927205,0.9331534213221849,0.3154456175876763,0.6388006113682593,1.7597537846067963,6.157394260643691,6.157394260643691,6.157394260643691,6.157394260643691,6.157394260643691,6.157394260643691,6.157394260643691,6.157394260643691,6.157394260643691,,
2.0892961308540396,0.8907072679098283,0.9425039259736487,0.9691510753645168,0.982871741546188,0.9872878960853182,0.9832967835866501,0.9699811821588907,0.9436912692913313,0.892144647196397,0.3154048151468667,0.6384531100049401,1.750842779951839,4.775330949780423,4.775330949780423,4.775330949780423,4.775330949780423,4.775330949780423,4.775330949780423,4.775330949780423,4.775330949780423,4.775330949780423,,
3.0199517204020165,0.8501100643544937,0.8996245253744579,0.925151825142496,0.9383485557794965,0.9426664076249243,0.9389573238828558,0.926340751796206,0.9013251140109285,0.8521687836346613,0.3153368308806952,0.6378746780402272,1.7362169524330253,3.97142473084524,3.97142473084524,3.97142473084524,3.97142473084524,3.97142473084524,3.97142473084524,3.97142473084524,3.97142473084524,3.97142473084524,,
4.36515832240166,0.8110063556972825,0.8583179222301779,0.8827611014372632,0.8954474508853316,0.8996649489854196,0.8962221511960544,0.8842740997198286,0.8604820617560996,0.8136262696170867,0.31524169446948463,0.6370664171546765,1.7161992766844765,3.405836416067675,3.405836416067675,3.405836416067675,3.405836416067675,3.405836416067675,3.405836416067675,3.405836416067675,3.405836416067675,3.405836416067675,,
6.309573444801933,0.7736721635628455,0.8188767289440269,0.8422804032421398,0.8544748315453795,0.8585919374328131,0.8553990526775942,0.8440854255279754,0.8214585893097468,0.776797807768068,0.31511944742083575,0.6360298621765382,1.6912125135418552,2.972020428637897,2.972020428637897,2.972020428637897,2.972020428637897,2.972020428637897,2.972020428637897,2.972020428637897,2.972020428637897,2.972020428637897,,
9.120108393559097,0.7382686062105295,0.7814720267583689,0.8038863283367036,0.8156105056921579,0.8196287014793217,0.8166693191454963,0.805954223571643,0.7844299222397194,0.7418495356032264,0.31497014302488624,0.634766973642536,1.6617544138881148,2.622472702869407,2.622472702869407,2.622472702869407,2.622472702869407,2.622472702869407,2.622472702869407,2.622472702869407,2.622472702869407,2.622472702869407,,
13.182567385564074,0.7048613265110716,0.7461738792593878,0.7676516147741239,0.7789289683162463,0.7828508032916425,0.7801089244335094,0.769956120464291,0.7494702567150513,0.7088521005212504,0.31479384629694557,0.6332801283535249,1.628371306562439,2.331806713500598,2.331806713500598,2.331806713500598,2.331806713500598,2.331806713500598,2.331806713500598,2.331806713500598,2.331806713500598,2.331806713500598,,
19.054607179632473,0.6734445830418849,0.7129767939504337,0.7335712863576955,0.7444258784985114,0.7482545949297477,0.7457149344888859,0.7360888879073534,0.7165780314027362,0.6778045213898144,0.31459063390761627,0.631572108012718,1.5916326037087711,2.0848230789008046,2.0848230789008046,2.0848230789008046,2.0848230789008046,2.0848230789008046,2.0848230789008046,2.0848230789008046,2.0848230789008046,2.0848230789008046,,
27.542287033381676,0.6439638797947334,0.6818236500925504,0.7015872357893749,0.7120429677075264,0.715782214854572,0.7134303789811539,0.7042969542061915,0.6856997528981748,0.648656694367001,0.31436059410054684,0.6296460860508547,1.5521081659870515,1.8716733258573504,1.8716733258573504,1.8716733258573504,1.8716733258573504,1.8716733258573504,1.8716733258573504,1.8716733258573504,1.8716733258573504,1.8716733258573504,,
39.810717055349734,0.6163343340174108,0.6526251263195325,0.6716081914723011,0.6816882782552451,0.6853419057645113,0.6831644752538825,0.6744913427626451,0.6567493828865015,0.6213277118417208,0.3141038265979772,0.6275056127577939,1.5103497300911468,1.6855903489593091,1.6855903489593091,1.6855903489593091,1.6855903489593091,1.6855903489593091,1.6855903489593091,1.6855903489593091,1.6855903489593091,1.6855903489593091,,
57.543993733715695,0.5904542566939526,0.6252740686925832,0.6435244889969821,0.6532511406894933,0.6568230557516757,0.6548076049370757,0.6465644420504083,0.6296227040673055,0.5957194403916567,0.3138204424942788,0.6251545988533436,1.4668768843911517,1.5217071676858145,1.5217071676858145,1.5217071676858145,1.5217071676858145,1.5217071676858145,1.5217071676858145,1.5217071676858145,1.5217071676858145,1.5217071676858145,,
83.17637711026708,0.5662145436426461,0.5996554293604763,0.6172182922688636,0.6266125409922602,0.6301066132801375,0.6282416878234085,0.6204002397946169,0.6042072775081573,0.5717259345553647,0.31351056413768325,0.6225972976415466,1.4221674999865894,1.3763925647443247,1.3763925647443247,1.3763925647443247,1.3763925647443247,1.3763925647443247,1.3763925647443247,1.3763925647443247,1.3763925647443247,1.3763925647443247,,
120.22644346174131,0.5435048263172654,0.5756527783410141,0.5925702930722221,0.6016519187405133,0.6050719195632456,0.6033469901186261,0.5958810422485772,0.5803889826415574,0.5492396218255546,0.3131743250004576,0.6198382859019688,1.376652132716772,1.246854190129791,1.246854190129791,1.246854190129791,1.246854190129791,1.246854190129791,1.246854190129791,1.246854190129791,1.246854190129791,1.246854190129791,,
173.78008287493762,0.5222172949349978,0.5531523530329489,0.569463879675517,0.5782513994938309,0.581600964709805,0.5800063679680935,0.5728916645596329,0.5580560979172092,0.5281551635025533,0.3128118695377662,0.6168824436787618,1.33071170252947,1.130889700700975,1.130889700700975,1.130889700700975,1.130889700700975,1.130889700700975,1.130889700700975,1.130889700700975,1.130889700700975,1.130889700700975,,
251.18864315095797,0.5022489297941433,0.5320454234970524,0.5477875737867429,0.5562982712529538,0.5595808803178461,0.558107754848147,0.5513218890811994,0.5371016966426436,0.5083717230286963,0.3124233530355051,0.6137349331333417,1.2846776947029055,1.0267244024075695,1.0267244024075695,1.0267244024075695,1.0267244024075695,1.0267244024075695,1.0267244024075695,1.0267244024075695,1.0267244024075695,1.0267244024075695,,
363.0780547701014,0.4835026826653153,0.5122295465806794,0.5274363247545144,0.5356863018114916,0.5389052675948701,0.5375454890523012,0.5310677793704126,0.5174249294333119,0.4897941816872006,0.3120089414474158,0.6104011766294096,1.2388341664055298,0.93290174828553,0.93290174828553,0.93290174828553,0.93290174828553,0.93290174828553,0.93290174828553,0.93290174828553,0.93290174828553,0.93290174828553,,
524.8074602497728,0.46588798629466904,0.49360910876070535,0.5083120720185712,0.5163163136309977,0.5194747793062842,0.518220897680021,0.5120322604407544,0.49893159252630054,0.4723336789535296,0.31156881122177976,0.6068868342198669,1.1934209383836085,0.8482073625422253,0.8482073625422253,0.8482073625422253,0.8482073625422253,0.8482073625422253,0.8482073625422253,0.8482073625422253,0.8482073625422253,0.8482073625422253,,
758.5775750291835,0.4493208466705771,0.4760954271137466,0.4903238527724452,0.4980962970529314,0.501197237552342,0.5000424179110077,0.49412524217285103,0.48153425128179694,0.4559077320487508,0.3111031491180515,0.6031977807039702,1.1486374711771736,0.771615014215853,0.771615014215853,0.771615014215853,0.771615014215853,0.771615014215853,0.771615014215853,0.771615014215853,0.771615014215853,0.771615014215853,,
1096.4781961431852,0.43372368544331974,0.45960658553649564,0.4733876369652847,0.48094124654669634,0.4839874728939211,0.4829254403244115,0.4772634681281837,0.4651520961638806,0.44044010228931085,0.31061215201376424,0.5993400824199596,1.1046470453323445,0.7022473566583266,0.7022473566583266,0.7022473566583266,0.7022473566583266,0.7022473566583266,0.7022473566583266,0.7022473566583266,0.7022473566583266,0.7022473566583266,,
1584.8931924611124,0.4190250404777801,0.4440671204986075,0.45742600718138005,0.46477283922111007,0.46776700461367515,0.4667919935868627,0.46137020749290336,0.4497106457531534,0.4258605165406286,0.31009602670209635,0.5953199739335465,1.0615809725492538,0.6393468365868963,0.6393468365868963,0.6393468365868963,0.6393468365868963,0.6393468365868963,0.6393468365868963,0.6393468365868963,0.6393468365868963,0.6393468365868963,,
2290.8676527677726,0.40515919304956916,0.42940762885545364,0.4423677580120472,0.44951903130798243,0.4524636381984999,0.4515703463231387,0.44637486497182205,0.4351413696125542,0.4121043126412517,0.3095549896804705,0.5911438347762141,1.019542653802649,0.5822537529233985,0.5822537529233985,0.5822537529233985,0.5822537529233985,0.5822537529233985,0.5822537529233985,0.5822537529233985,0.5822537529233985,0.5822537529233985,,
3311.311214825911,0.39206576440334073,0.4155643429588171,0.4281474614767127,0.43511361987491504,0.43801102755365934,0.437194573527309,0.43221255538622116,0.42138127652608887,0.39911205185761034,0.30898926693059314,0.5868181663794292,0.9786113701439043,0.530389434952387,0.530389434952387,0.530389434952387,0.530389434952387,0.530389434952387,0.530389434952387,0.530389434952387,0.530389434952387,0.530389434952387,,
4786.30092322638,0.3796893077383301,0.4024787006800932,0.4147050269269527,0.4214957986435918,0.4243482309945227,0.42360411648167173,0.41882367158709566,0.40837249597958225,0.38682912474279285,0.308399093690341,0.5823495693418576,0.9388457437410437,0.4832431465436611,0.4832431465436611,0.4832431465436611,0.4832431465436611,0.4832431465436611,0.4832431465436611,0.4832431465436611,0.4832431465436611,0.4832431465436611,,
6918.309709189362,0.3679789110348865,0.3900969266870248,0.40198527227180353,0.40860972502702736,0.411419278243097,0.4107433533768835,0.406153462678304,0.3960618694479482,0.37520536608384447,0.30778471421792486,0.5777447211566092,0.9002868435401689,0.44036174316597376,0.44036174316597376,0.44036174316597376,0.44036174316597376,0.44036174316597376,0.44036174316597376,0.44036174316597376,0.44036174316597376,0.44036174316597376,,
10000.0,0.3568878193836101,0.37836963416682245,0.3899375160085988,0.3964041080371789,0.39917275815710307,0.39856119035386794,0.39415163216903,0.38440056087523244,0.3641946878334869,0.3071463815487503,0.5730103545147647,0.8629609348311676,0.4013413909243025,0.4013413909243025,0.4013413909243025,0.4013413909243025,0.4013413909243025,0.4013413909243025,0.4013413909243025,0.4013413909243025,0.4013413909243025,,
14454.39770745928,0.34637308124015176,0.367251451700158,0.37851519492454566,0.3848318220259779,0.38756143220603745,0.3870106779900694,0.3827719610370183,0.37334369121826033,0.3537547346508275,0.3064843572454389,0.5681532362899893,0.8268818878600844,0.36582085035215967,0.36582085035215967,0.36582085035215967,0.36582085035215967,0.36582085035215967,0.36582085035215967,0.36582085035215967,0.36582085035215967,0.36582085035215967,,
20892.96130854041,0.33639522040189646,0.35670067720783966,0.3676755094694081,0.3738495483137891,0.37654187578290527,0.37604865533515397,0.37197195780276393,0.36284999911853116,0.3438465640202919,0.3057989111414403,0.5631801472972949,0.7920532699064455,0.33347596237183486,0.33347596237183486,0.33347596237183486,0.33347596237183486,0.33347596237183486,0.33347596237183486,0.33347596237183486,0.33347596237183486,0.33347596237183486,,
30199.51720402013,0.32691793390479007,0.34667895919835134,0.35737909705500936,0.3634174449866994,0.3660741476564801,0.36563542182147446,0.3617125359561496,0.3528815280532757,0.33443435129570676,0.3050903210786992,0.5580978629070121,0.7584701499027668,0.30401506892727054,0.30401506892727054,0.30401506892727054,0.30401506892727054,0.30401506892727054,0.30401506892727054,0.30401506892727054,0.30401506892727054,0.30401506892727054,,
43651.58322401656,0.31790781509459426,0.33715100454315483,0.3475897325049416,0.3534988440942307,0.3561214868115525,0.35573443631869545,0.3519577180327671,0.3434033392982507,0.32548511905180816,0.3043588726398446,0.5529131345830446,0.7261206462204891,0.27717516879503457,0.27717516879503457,0.27717516879503457,0.27717516879503457,0.27717516879503457,0.27717516879503457,0.27717516879503457,0.27717516879503457,0.27717516879503457,,
63095.7344480193,0.30933410059658967,0.32808431144347155,0.33827405429636903,0.34405997488684714,0.3466500353272504,0.3463120420045875,0.34267436504555465,0.3343832494571869,0.31696848957765744,0.3036048588753577,0.5476326724026278,0.694987247792376,0.25271865826491025,0.25271865826491025,0.25271865826491025,0.25271865826491025,0.25271865826491025,0.25271865826491025,0.25271865826491025,0.25271865826491025,0.25271865826491025,,
91201.08393559097,0.30116843963738604,0.3194489259643634,0.3294013149377111,0.33506971142815506,0.3376285856355071,0.3373372154151183,0.33383192967068664,0.32579159101262184,0.30885645906119186,0.30282858002618795,0.5422631286032454,0.6650479370799307,0.2304305423267669,0.2304305423267669,0.2304305423267669,0.2304305423267669,0.2304305423267669,0.2304305423267669,0.2304305423267669,0.2304305423267669,0.2304305423267669,,
131825.67385564075,0.2933846840636178,0.3112172203951582,0.32094315370412585,0.326499342791228,0.32902835037385003,0.32878133790775976,0.3254022314574619,0.3176009942255844,0.3011231918925507,0.30203034324229444,0.5368110821912013,0.6362771410758515,0.21011602851631594,0.21011602851631594,0.21011602851631594,0.21011602851631594,0.21011602851631594,0.21011602851631594,0.21011602851631594,0.21011602851631594,0.21011602851631594,,
190546.07179632483,0.285958697392253,0.30336369168327587,0.31287338993884173,0.3183223640328047,0.32082275302930746,0.3206179877530337,0.31735925231179213,0.30978618869064106,0.2937448334929023,0.30121046229757503,0.5312830246357232,0.6086465339251996,0.19159843530219878,0.19159843530219878,0.19159843530219878,0.19159843530219878,0.19159843530219878,0.19159843530219878,0.19159843530219878,0.19159843530219878,0.19159843530219878,,
275422.87033381633,0.2788681812758866,0.295864778238814,0.3051678351787581,0.3105142861887949,0.31298723761872144,0.3128227511162434,0.3096789505478766,0.3023238228953974,0.28669934011479387,0.30036925730164965,0.525685346662451,0.5821257120930108,0.17471736169649357,0.17471736169649357,0.17471736169649357,0.17471736169649357,0.17471736169649357,0.17471736169649357,0.17471736169649357,0.17471736169649357,0.17471736169649357,,
398107.1705534969,0.27209251784842453,0.2886986934930378,0.2978041224497922,0.30305246362158894,0.30549909573699446,0.3053730502760275,0.30233909188505437,0.2951923002126885,0.27996632413402717,0.299507054408973,0.5200243261508058,0.556682760446879,0.15932707595800666,0.15932707595800666,0.15932707595800666,0.15932707595800666,0.15932707595800666,0.15932707595800666,0.15932707595800666,0.15932707595800666,0.15932707595800666,,
575439.9373371566,0.2656126265157472,0.28184527469798437,0.2907615511834377,0.29591593715610487,0.2983373094106375,0.298247987530741,0.29531909586879823,0.28837162985200365,0.27352691344527646,0.2986241855257349,0.5143061171311719,0.5322847252434084,0.14529508977784913,0.14529508977784913,0.14529508977784913,0.14529508977784913,0.14529508977784913,0.14529508977784913,0.14529508977784913,0.14529508977784913,0.14529508977784913,,
831763.7711026708,0.25941083386232827,0.27528584556620195,0.28402094632008973,0.28908529155628054,0.29148240830835054,0.2914282033566696,0.28859989630541094,0.2818432914035091,0.2673636236740127,0.29772098801500374,0.5085367398699312,0.5088980078481533,0.13250089087387776,0.13250089087387776,0.13250089087387776,0.13250089087387776,0.13250089087387776,0.13250089087387776,0.13250089087387776,0.13250089087387776,0.13250089087387776,,
1.2022644346174132e6,0.2534707554519787,0.26900309146239715,0.27756453027986466,0.28254252600972163,0.28491633997608334,0.28489574749652585,0.2821638144121358,0.2755901117164569,0.26146024201924123,0.29679780440057424,0.5027220720234058,0.4864886910931631,0.12083481197364974,0.12083481197364974,0.12083481197364974,0.12083481197364974,0.12083481197364974,0.12083481197364974,0.12083481197364974,0.12083481197364974,0.12083481197364974,,
1.7378008287493729e6,0.24777718840528265,0.26298094596864946,0.2713758065939671,0.2762709364014238,0.27862235187702755,0.27863396176854194,0.2759944434940771,0.26959615295988126,0.2558017216413939,0.2958549820699602,0.4968678408354624,0.4650228084809285,0.11019701810129125,0.11019701810129125,0.11019701810129125,0.11019701810129125,0.11019701810129125,0.11019701810129125,0.11019701810129125,0.11019701810129125,0.11019701810129125,,
2.511886431509577e6,0.24231601373552833,0.2572044877493544,0.2654394540965229,0.2702550082652583,0.27258488412463117,0.272627373493063,0.27007654406390136,0.263846610814703,0.2503740856049759,0.29489287297697425,0.4909796163481362,0.44446656496507214,0.10049659717322339,0.10049659717322339,0.10049659717322339,0.10049659717322339,0.10049659717322339,0.10049659717322339,0.10049659717322339,0.10049659717322339,0.10049659717322339,,
3.63078054770101e6,0.23707410751800692,0.25165984674008923,0.2597412306770969,0.264480319403089,0.26678947189781826,0.26686159853370556,0.2643959484185865,0.25832772184153263,0.24516433947517097,0.29391183334432436,0.4850628055898991,0.42478651675800455,0.09165074135272401,0.09165074135272401,0.09165074135272401,0.09165074135272401,0.09165074135272401,0.09165074135272401,0.09165074135272401,0.09165074135272401,0.09165074135272401,,
5.248074602497723e6,0.23203926005380224,0.24633411877547853,0.25426788568711706,0.25893345125524403,0.26122265662140187,0.26132325304310217,0.25893947377874577,0.2530266791568507,0.24016039175083603,0.2929122233666535,0.47912264770231644,0.4059497165133143,0.08358400856453696,0.08358400856453696,0.08358400856453696,0.08358400856453696,0.08358400856453696,0.08358400856453696,0.08358400856453696,0.08358400856453696,0.08358400856453696,,
7.5857757502918355e6,0.22720010226865486,0.24121528785487759,0.24900708017914655,0.2536019081925864,0.2558719050811735,0.255999873089,0.2536948431802498,0.24793155563180352,0.23535098139313954,0.2918944069144277,0.4731642099626066,0.3879238292851708,0.07622765514150613,0.07622765514150613,0.07622765514150613,0.07622765514150613,0.07622765514150613,0.07622765514150613,0.07622765514150613,0.07622765514150613,0.07622765514150613,,
1.0964781961431852e7,0.22254603866015085,0.2362921553212905,0.24394731423637003,0.248474043979609,0.2507255357223294,0.2508798414149745,0.24865061338496497,0.24303123390255416,0.2307256117794609,0.29085875123908184,0.4671923846570885,0.37067722385852536,0.06951903185096642,0.06951903185096642,0.06951903185096642,0.06951903185096642,0.06951903185096642,0.06951903185096642,0.06951903185096642,0.06951903185096642,0.06951903185096642,,
1.5848931924611108e7,0.21806718617272128,0.23155427529876874,0.23907786072116594,0.24353899473017823,0.24577265145209867,0.24595232066163147,0.24379610914776914,0.23831534254928827,0.2262744904763926,0.289805626679804,0.4612118867586149,0.354179043354146,0.06340103659419549,0.06340103659419549,0.06340103659419549,0.06340103659419549,0.06340103659419549,0.06340103659419549,0.06340103659419549,0.06340103659419549,0.06340103659419549,,
2.29086765276777e7,0.21375431844022433,0.22699189579710277,0.23438870483673957,0.23878661774330873,0.24100307833321838,0.2412071924394035,0.23912136324109953,0.23377419786310044,0.22198847428421814,0.28873540637234535,0.4552272523597763,0.3383992584249637,0.05782161793697199,0.05782161793697199,0.05782161793697199,0.05782161793697199,0.05782161793697199,0.05782161793697199,0.05782161793697199,0.05782161793697199,0.05782161793697199,,
3.3113112148259077e7,0.2095988148903661,0.22259590495007506,0.22987048895464648,0.23420743566579422,0.236407309614364,0.2366350017030388,0.2346170616962487,0.22939875067616627,0.21785901905818542,0.28764846596021465,0.4492428378128868,0.32330870586029853,0.052733324350985385,0.052733324350985385,0.052733324350985385,0.052733324350985385,0.052733324350985385,0.052733324350985385,0.052733324350985385,0.052733324350985385,0.052733324350985385,,
4.78630092322638e7,0.20559261425469363,0.21835778190572594,0.2255144622144932,0.22979258548252812,0.23197645459768612,0.2322269059314912,0.23027449377331496,0.22518053778168545,0.2138781338600337,0.2865451833086105,0.4432628195274787,0.30887911498942416,0.04809289465343994,0.04809289465343994,0.04809289465343994,0.04809289465343994,0.04809289465343994,0.04809289465343994,0.04809289465343994,0.04809289465343994,0.04809289465343994,,
6.918309709189363e7,0.20172817207235114,0.2142695519339746,0.22131243445014714,0.22553377188388515,0.227702191892174,0.2279746286651116,0.2260855062190725,0.2211116375159982,0.21003833903651264,0.2854259382214333,0.4372911943761882,0.2950831239145951,0.0438608856481813,0.0438608856481813,0.0438608856481813,0.0438608856481813,0.0438608856481813,0.0438608856481813,0.0438608856481813,0.0438608856481813,0.0438608856481813,,
1.0e8,0.19799842181624497,0.2103237453596154,0.21725673404051746,0.22142322460372962,0.22357672664579264,0.22387041699593002,0.22204246141517361,0.21718462911711456,0.20633262786106635,0.28429111216169095,0.4313317806604439,0.28189428729656607,0.04000133341333887,0.04000133341333887,0.04000133341333887,0.04000133341333887,0.04000133341333887,0.04000133341333887,0.04000133341333887,0.04000133341333887,0.04000133341333887,,
1.445439770745928e8,0.19439673930632284,0.20651335996674916,0.21334016932195166,0.21745365936100303,0.21959275138876805,0.21990700264594262,0.21813819905754997,0.2133925555111851,0.2027544314100106,0.2831410879756242,0.42538821958824335,0.26928707715461214,0.03648144506148251,0.03648144506148251,0.03648144506148251,0.03648144506148251,0.03648144506148251,0.03648144506148251,0.03648144506148251,0.03648144506148251,0.03648144506148251,,
